   2.43,   10.44
   2.44,   10.44
   2.45,   10.45
   2.46,   10.44
   2.47,   10.43
   2.48,   10.42
   2.49,   10.41
   2.50,   10.38
   2.51,   10.36
   2.52,   10.33
   2.53,   10.29
   2.54,   10.25
   2.55,   10.21
   2.56,   10.16
   2.57,   10.11
   2.58,   10.06
   2.59,   10.00
   2.60,    9.93
   2.61,    9.87
   2.62,    9.80
   2.63,    9.72
   2.64,    9.65
   2.65,    9.57
   2.66,    9.48
   2.67,    9.40
   2.68,    9.31
   2.69,    9.22
   2.70,    9.13
   2.71,    9.03
   2.72,    8.93
   2.73,    8.83
   2.74,    8.73
   2.75,    8.63
   2.76,    8.53
   2.77,    8.42
   2.78,    8.31
   2.79,    8.21
   2.80,    8.10
   2.81,    7.99
   2.82,    7.88
   2.83,    7.77
   2.84,    7.66
   2.85,    7.55
   2.86,    7.43
   2.87,    7.32
   2.88,    7.22
   2.89,    7.11
   2.90,    7.00
   2.91,    6.89
   2.92,    6.79
   2.93,    6.68
   2.94,    6.58
   2.95,    6.48
   2.96,    6.38
   2.97,    6.28
   2.98,    6.18
   2.99,    6.09
   3.00,    6.00
   3.01,    5.91
   3.02,    5.83
   3.03,    5.75
   3.04,    5.67
   3.05,    5.59
   3.06,    5.52
   3.07,    5.45
   3.08,    5.38
   3.09,    5.32
   3.10,    5.26
   3.11,    5.21
   3.12,    5.16
   3.13,    5.11
   3.14,    5.07
   3.15,    5.04
   3.16,    5.00
   3.17,    4.98
   3.18,    4.95
   3.19,    4.94
   3.20,    4.92
   3.21,    4.91
   3.22,    4.91
   3.23,    4.91
   3.24,    4.92
   3.25,    4.93
   3.26,    4.95
   3.27,    4.97
   3.28,    5.00
   3.29,    5.03
   3.30,    5.07
   3.31,    5.12
   3.32,    5.16
   3.33,    5.22
   3.34,    5.28
   3.35,    5.35
   3.36,    5.42
   3.37,    5.49
   3.38,    5.58
   3.39,    5.66
   3.40,    5.76
   3.41,    5.85
   3.42,    5.96
   3.43,    6.07
   3.44,    6.18
   3.45,    6.30
   3.46,    6.42
   3.47,    6.55
   3.48,    6.68
   3.49,    6.82
   3.50,    6.97
   3.51,    7.11
   3.52,    7.27
   3.53,    7.42
   3.54,    7.59
   3.55,    7.75
   3.56,    7.92
   3.57,    8.10
   3.58,    8.27
   3.59,    8.46
   3.60,    8.64
   3.61,    8.83
   3.62,    9.02
   3.63,    9.22
   3.64,    9.42
   3.65,    9.62
   3.66,    9.83
   3.67,   10.03
   3.68,   10.24
   3.69,   10.46
   3.70,   10.67
   3.71,   10.89
   3.72,   11.11
   3.73,   11.33
   3.74,   11.55
   3.75,   11.78
   3.76,   12.00
   3.77,   12.23
   3.78,   12.46
   3.79,   12.68
   3.80,   12.91
   3.81,   13.14
   3.82,   13.37
   3.83,   13.60
   3.84,   13.83
   3.85,   14.06
   3.86,   14.29
   3.87,   14.52
   3.88,   14.75
   3.89,   14.98
   3.90,   15.20
   3.91,   15.43
   3.92,   15.65
   3.93,   15.87
   3.94,   16.09
   3.95,   16.31
   3.96,   16.53
   3.97,   16.74
   3.98,   16.96
   3.99,   17.16
   4.00,   17.37
   4.01,   17.58
   4.02,   17.78
   4.03,   17.98
   4.04,   18.17
   4.05,   18.37
   4.06,   18.56
   4.07,   18.74
   4.08,   18.92
   4.09,   19.10
   4.10,   19.28
   4.11,   19.45
   4.12,   19.61
   4.13,   19.78
   4.14,   19.94
   4.15,   20.09
   4.16,   20.24
   4.17,   20.39
   4.18,   20.53
   4.19,   20.67
   4.20,   20.80
   4.21,   20.93
   4.22,   21.05
   4.23,   21.17
   4.24,   21.28
   4.25,   21.39
   4.26,   21.50
   4.27,   21.60
   4.28,   21.69
   4.29,   21.78
   4.30,   21.87
   4.31,   21.95
   4.32,   22.02
   4.33,   22.09
   4.34,   22.16
   4.35,   22.22
   4.36,   22.28
   4.37,   22.33
   4.38,   22.38
   4.39,   22.42
   4.40,   22.46
   4.41,   22.50
   4.42,   22.53
   4.43,   22.55
   4.44,   22.57
   4.45,   22.59
   4.46,   22.60
   4.47,   22.61
   4.48,   22.62
   4.49,   22.62
   4.50,   22.62
   4.51,   22.61
   4.52,   22.60
   4.53,   22.59
   4.54,   22.58
   4.55,   22.56
   4.56,   22.53
   4.57,   22.51
   4.58,   22.48
   4.59,   22.45
   4.60,   22.42
   4.61,   22.39
   4.62,   22.35
   4.63,   22.31
   4.64,   22.27
   4.65,   22.23
   4.66,   22.19
   4.67,   22.14
   4.68,   22.10
   4.69,   22.05
   4.70,   22.00
   4.71,   21.95
   4.72,   21.90
   4.73,   21.86
   4.74,   21.81
   4.75,   21.76
   4.76,   21.71
   4.77,   21.66
   4.78,   21.61
   4.79,   21.56
   4.80,   21.51
   4.81,   21.47
   4.82,   21.42
   4.83,   21.38
   4.84,   21.33
   4.85,   21.29
   4.86,   21.25
   4.87,   21.22
   4.88,   21.18
   4.89,   21.15
   4.90,   21.12
   4.91,   21.09
   4.92,   21.07
   4.93,   21.04
   4.94,   21.02
   4.95,   21.01
   4.96,   21.00
   4.97,   20.99
   4.98,   20.98
   4.99,   20.98
   5.00,   20.98
   5.01,   20.98
   5.02,   20.99
   5.03,   21.01
   5.04,   21.03
   5.05,   21.05
   5.06,   21.07
   5.07,   21.11
   5.08,   21.14
   5.09,   21.18
   5.10,   21.23
   5.11,   21.28
   5.12,   21.33
   5.13,   21.39
   5.14,   21.46
   5.15,   21.53
   5.16,   21.60
   5.17,   21.68
   5.18,   21.77
   5.19,   21.86
   5.20,   21.96
   5.21,   22.06
   5.22,   22.17
   5.23,   22.28
   5.24,   22.40
   5.25,   22.52
   5.26,   22.65
   5.27,   22.78
   5.28,   22.92
   5.29,   23.07
   5.30,   23.22
   5.31,   23.37
   5.32,   23.53
   5.33,   23.70
   5.34,   23.87
   5.35,   24.04
   5.36,   24.22
   5.37,   24.41
   5.38,   24.60
   5.39,   24.79
   5.40,   24.99
   5.41,   25.20
   5.42,   25.41
   5.43,   25.62
   5.44,   25.84
   5.45,   26.06
   5.46,   26.28
   5.47,   26.51
   5.48,   26.75
   5.49,   26.99
   5.50,   27.23
   5.51,   27.47
   5.52,   27.72
   5.53,   27.97
   5.54,   28.22
   5.55,   28.48
   5.56,   28.74
   5.57,   29.00
   5.58,   29.27
   5.59,   29.54
   5.60,   29.81
   5.61,   30.08
   5.62,   30.35
   5.63,   30.63
   5.64,   30.90
   5.65,   31.18
   5.66,   31.46
   5.67,   31.74
   5.68,   32.02
   5.69,   32.31
   5.70,   32.59
   5.71,   32.87
   5.72,   33.15
   5.73,   33.44
   5.74,   33.72
   5.75,   34.00
   5.76,   34.29
   5.77,   34.57
   5.78,   34.85
   5.79,   35.13
   5.80,   35.41
   5.81,   35.68
   5.82,   35.96
   5.83,   36.23
   5.84,   36.51
   5.85,   36.78
   5.86,   37.05
   5.87,   37.31
   5.88,   37.58
   5.89,   37.84
   5.90,   38.10
   5.91,   38.35
   5.92,   38.60
   5.93,   38.85
   5.94,   39.10
   5.95,   39.34
   5.96,   39.58
   5.97,   39.82
   5.98,   40.05
   5.99,   40.28
   6.00,   40.51
   6.01,   40.73
   6.02,   40.94
   6.03,   41.15
   6.04,   41.36
   6.05,   41.57
   6.06,   41.76
   6.07,   41.96
   6.08,   42.15
   6.09,   42.33
   6.10,   42.51
   6.11,   42.69
   6.12,   42.86
   6.13,   43.03
   6.14,   43.19
   6.15,   43.34
   6.16,   43.50
   6.17,   43.64
   6.18,   43.78
   6.19,   43.92
   6.20,   44.05
   6.21,   44.18
   6.22,   44.30
   6.23,   44.41
   6.24,   44.52
   6.25,   44.63
   6.26,   44.73
   6.27,   44.83
   6.28,   44.92
   6.29,   45.01
   6.30,   45.09
   6.31,   45.17
   6.32,   45.24
   6.33,   45.31
   6.34,   45.37
   6.35,   45.43
   6.36,   45.49
   6.37,   45.54
   6.38,   45.58
   6.39,   45.63
   6.40,   45.67
   6.41,   45.70
   6.42,   45.73
   6.43,   45.76
   6.44,   45.78
   6.45,   45.80
   6.46,   45.82
   6.47,   45.84
   6.48,   45.85
   6.49,   45.86
   6.50,   45.86
   6.51,   45.87
   6.52,   45.87
   6.53,   45.87
   6.54,   45.86
   6.55,   45.86
   6.56,   45.85
   6.57,   45.84
   6.58,   45.83
   6.59,   45.82
   6.60,   45.81
   6.61,   45.79
   6.62,   45.78
   6.63,   45.76
   6.64,   45.75
   6.65,   45.73
   6.66,   45.72
   6.67,   45.70
   6.68,   45.68
   6.69,   45.67
   6.70,   45.65
   6.71,   45.64
   6.72,   45.62
   6.73,   45.61
   6.74,   45.60
   6.75,   45.59
   6.76,   45.58
   6.77,   45.57
   6.78,   45.57
   6.79,   45.57
   6.80,   45.56
   6.81,   45.57
   6.82,   45.57
   6.83,   45.58
   6.84,   45.58
   6.85,   45.60
   6.86,   45.61
   6.87,   45.63
   6.88,   45.65
   6.89,   45.67
   6.90,   45.70
   6.91,   45.73
   6.92,   45.77
   6.93,   45.81
   6.94,   45.85
   6.95,   45.90
   6.96,   45.95
   6.97,   46.01
   6.98,   46.07
   6.99,   46.13
   7.00,   46.20
   7.01,   46.28
   7.02,   46.36
   7.03,   46.44
   7.04,   46.53
   7.05,   46.62
   7.06,   46.72
   7.07,   46.82
   7.08,   46.93
   7.09,   47.05
   7.10,   47.16
   7.11,   47.29
   7.12,   47.42
   7.13,   47.55
   7.14,   47.69
   7.15,   47.83
   7.16,   47.98
   7.17,   48.14
   7.18,   48.30
   7.19,   48.46
   7.20,   48.63
   7.21,   48.81
   7.22,   48.99
   7.23,   49.17
   7.24,   49.36
   7.25,   49.56
   7.26,   49.76
   7.27,   49.96
   7.28,   50.17
   7.29,   50.39
   7.30,   50.61
   7.31,   50.83
   7.32,   51.06
   7.33,   51.29
   7.34,   51.53
   7.35,   51.77
   7.36,   52.01
   7.37,   52.26
   7.38,   52.51
   7.39,   52.76
   7.40,   53.02
   7.41,   53.29
   7.42,   53.55
   7.43,   53.82
   7.44,   54.09
   7.45,   54.37
   7.46,   54.65
   7.47,   54.93
   7.48,   55.21
   7.49,   55.49
   7.50,   55.78
   7.51,   56.07
   7.52,   56.36
   7.53,   56.65
   7.54,   56.95
   7.55,   57.24
   7.56,   57.54
   7.57,   57.83
   7.58,   58.13
   7.59,   58.43
   7.60,   58.73
   7.61,   59.03
   7.62,   59.33
   7.63,   59.63
   7.64,   59.93
   7.65,   60.23
   7.66,   60.53
   7.67,   60.83
   7.68,   61.13
   7.69,   61.42
   7.70,   61.72
   7.71,   62.01
   7.72,   62.30
   7.73,   62.60
   7.74,   62.89
   7.75,   63.17
   7.76,   63.46
   7.77,   63.74
   7.78,   64.02
   7.79,   64.30
   7.80,   64.57
   7.81,   64.85
   7.82,   65.12
   7.83,   65.38
   7.84,   65.65
   7.85,   65.91
   7.86,   66.16
   7.87,   66.42
   7.88,   66.66
   7.89,   66.91
   7.90,   67.15
   7.91,   67.39
   7.92,   67.62
   7.93,   67.85
   7.94,   68.08
   7.95,   68.30
   7.96,   68.51
   7.97,   68.72
   7.98,   68.93
   7.99,   69.13
   8.00,   69.33
   8.01,   69.52
   8.02,   69.71
   8.03,   69.89
   8.04,   70.07
   8.05,   70.24
   8.06,   70.41
   8.07,   70.57
   8.08,   70.73
   8.09,   70.89
   8.10,   71.03
   8.11,   71.18
   8.12,   71.32
   8.13,   71.45
   8.14,   71.58
   8.15,   71.70
   8.16,   71.82
   8.17,   71.93
   8.18,   72.04
   8.19,   72.15
   8.20,   72.25
   8.21,   72.34
   8.22,   72.43
   8.23,   72.52
   8.24,   72.60
   8.25,   72.67
   8.26,   72.75
   8.27,   72.82
   8.28,   72.88
   8.29,   72.94
   8.30,   73.00
   8.31,   73.05
   8.32,   73.10
   8.33,   73.14
   8.34,   73.18
   8.35,   73.22
   8.36,   73.26
   8.37,   73.29
   8.38,   73.32
   8.39,   73.35
   8.40,   73.37
   8.41,   73.39
   8.42,   73.41
   8.43,   73.43
   8.44,   73.44
   8.45,   73.45
   8.46,   73.46
   8.47,   73.47
   8.48,   73.48
   8.49,   73.49
   8.50,   73.49
   8.51,   73.50
   8.52,   73.50
   8.53,   73.50
   8.54,   73.51
   8.55,   73.51
   8.56,   73.51
   8.57,   73.51
   8.58,   73.51
   8.59,   73.52
   8.60,   73.52
   8.61,   73.52
   8.62,   73.53
   8.63,   73.53
   8.64,   73.54
   8.65,   73.55
   8.66,   73.56
   8.67,   73.57
   8.68,   73.59
   8.69,   73.60
   8.70,   73.62
   8.71,   73.64
   8.72,   73.66
   8.73,   73.69
   8.74,   73.72
   8.75,   73.75
   8.76,   73.78
   8.77,   73.82
   8.78,   73.86
   8.79,   73.91
   8.80,   73.96
   8.81,   74.01
   8.82,   74.06
   8.83,   74.12
   8.84,   74.19
   8.85,   74.26
   8.86,   74.33
   8.87,   74.41
   8.88,   74.49
   8.89,   74.58
   8.90,   74.67
   8.91,   74.76
   8.92,   74.86
   8.93,   74.97
   8.94,   75.08
   8.95,   75.19
   8.96,   75.32
   8.97,   75.44
   8.98,   75.57
   8.99,   75.71
   9.00,   75.85
   9.01,   76.00
   9.02,   76.15
   9.03,   76.31
   9.04,   76.47
   9.05,   76.64
   9.06,   76.81
   9.07,   76.99
   9.08,   77.18
   9.09,   77.37
   9.10,   77.56
   9.11,   77.76
   9.12,   77.97
   9.13,   78.18
   9.14,   78.39
   9.15,   78.62
   9.16,   78.84
   9.17,   79.07
   9.18,   79.31
   9.19,   79.55
   9.20,   79.80
   9.21,   80.05
   9.22,   80.30
   9.23,   80.56
   9.24,   80.83
   9.25,   81.10
   9.26,   81.37
   9.27,   81.65
   9.28,   81.93
   9.29,   82.21
   9.30,   82.50
   9.31,   82.79
   9.32,   83.09
   9.33,   83.39
   9.34,   83.69
   9.35,   84.00
   9.36,   84.31
   9.37,   84.62
   9.38,   84.94
   9.39,   85.25
   9.40,   85.57
   9.41,   85.89
   9.42,   86.22
   9.43,   86.54
   9.44,   86.87
   9.45,   87.20
   9.46,   87.53
   9.47,   87.87
   9.48,   88.20
   9.49,   88.53
   9.50,   88.87
   9.51,   89.20
   9.52,   89.54
   9.53,   89.88
   9.54,   90.21
   9.55,   90.55
   9.56,   90.89
   9.57,   91.22
   9.58,   91.56
   9.59,   91.89
   9.60,   92.23
   9.61,   92.56
   9.62,   92.89
   9.63,   93.22
   9.64,   93.55
   9.65,   93.88
   9.66,   94.21
   9.67,   94.53
   9.68,   94.85
   9.69,   95.17
   9.70,   95.49
   9.71,   95.80
   9.72,   96.11
   9.73,   96.42
   9.74,   96.73
   9.75,   97.03
   9.76,   97.33
   9.77,   97.63
   9.78,   97.92
   9.79,   98.21
   9.80,   98.49
   9.81,   98.78
   9.82,   99.05
   9.83,   99.33
   9.84,   99.60
   9.85,   99.86
   9.86,  100.13
   9.87,  100.38
   9.88,  100.64
   9.89,  100.89
   9.90,  101.13
   9.91,  101.37
   9.92,  101.60
   9.93,  101.83
   9.94,  102.06
   9.95,  102.28
   9.96,  102.50
   9.97,  102.71
   9.98,  102.92
   9.99,  103.12
  10.00,  103.32
